,Job Title,Location,Date,Link,Job Attributes,Job Description
39,Data Governance Manager,Boston,May 10,https://boston.craigslist.org/gbs/sof/d/boston-data-governance-manager/6885987835.html,"
employment type: full-time

","

QR Code Link to This Post


Data Governance Manager(Boston/Lynn, MA) compensation: $170-200K plus Bonus The Nation?s largest and oldest mutual bank is currently seeking a Data Governance Manager. This individual will be the day to day leader and governor of all of this bank?s data across every business unit from lending to trading to retail and everything in-between! This is a tremendously high profile position ? interacting directly with the banks CTO and President. YOUR CAREER GOALSLead this whole bank?s data compliance initiative. You enjoy leadership and responsibility. You are a self-assured leader capable of ensuring compliance to established governance. You have the desire and ability to consider data governance proposals holistically for both impact and efficiently.YOUR AMAZING QUALITIESYou have demonstrated experience leading a data governance team, overseeing enterprise data stewardship and ensuring regulatory compliance. You are able to inspire action and growth for a team of data governance professionals. You have experience with goal-setting and team coaching to lead professional development for assigned staff. You have the following skills and experience:Strong analysis skillsExcellent written and verbal communication skillsRead proficiency with VBA3-5 years leading organizational data compliance in a PII, HIPPA, or PCI environment3+ years RDBMS experience including SQL language and entity relationship modeling3+ years financial services experienceYou must also be able to thrive in a fast-paced, deadline-driven environment. Leadership ability and excellent interpersonal & communication skills here are absolutely essential.IN EXCHANGE FOR YOUR HARD WORKWe offer you:A comprehensive health & medical benefits packageGenerous PTO401(k) planGreat office perks, including a free in-building gym, dry cleaning services, and a fully stocked kitchenCompany fun through social events & partiesCareer development & advancement opportunitiesAnd much more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
40,Mobile Engineer,Boston,May 10,https://boston.craigslist.org/gbs/sof/d/boston-mobile-engineer/6885987794.html,"
employment type: full-time

","

QR Code Link to This Post


Mobile Developer (Boston, MA)                             compensation: $140KA Boston based technology firm that specializes in geospatial insights and is a leader in location technology and intelligence, seeks a strong Mobile Engineer. YOUR CAREER GOALSContribute to the mission of continuing this firm?s history of providing accurate and efficient technology to their customer base by architecting, developing, implementing, and supporting iOS and Android mobile applications. This is not a run-of-the mill app shop. This firm builds technology that provides app builders new and enhanced location capabilities and develops them in easy to integrate SDK?s and libraries.YOUR AMAZING QUALITIESYou're passionate about mobile interface design and development. You determine operational feasibility in discussions with DevOps by evaluating impact of installations and long term operations. You interact with software architects, principal software engineers and other technical leaders to understand performance requirements and recommend implementations to meet or exceed requirements. You have a B.S. degree or higher in Computer Science, Information Technology & Services, Software Engineering, or a related field, and at least three years of professional experience in the full lifecycle development of iOS and Android mobile applications using:iOSAndroid (ARR) distribution process through MavenSwift and basic knowledge of CocoaPodsJava, C, C++, and Objective-CXCodeMultithreaded Software Architecture and DesignYou must also be able to thrive in a fast-paced, deadline-driven environment. Leadership ability and excellent interpersonal & communication skills here are absolutely essential.IN EXCHANGE FOR YOUR HARD WORKWe offer you:A comprehensive health & medical benefits packageGenerous PTO (3 weeks!)401(k) plan (100% company match of up to 10% of pay)Company fun through social events & partiesLife InsuranceOccasional work from homeFSACareer development & advancement opportunitiesFind Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
41,Senior Software Big Data/Platform Engineer,Boston,May 10,https://boston.craigslist.org/gbs/sof/d/boston-senior-software-big-data/6885987745.html,"
employment type: full-time

","

QR Code Link to This Post


Big Data/Platform Engineer (Boston, MA)                 $160K-180K        A Boston area software company that is considered one the most respected leaders in the healthcare industry, seeks to hire a Big Data/Platform Engineer!YOUR CAREER GOALSContribute to the mission of changing the way big data is communicated and delivered by developing, implementing, and supporting initiatives within this newly formed Platform team. Building on your experience, you will also assist in providing team and technical supervision while driving project delivery.YOUR AMAZING QUALITIESYou're passionate about creating and maintaining robust internal tools and working on a team. You recognize process or programming inefficiencies and can recommend improvements in a heartbeat. You drive to improve your craft and processes and teach others what you have learned. You have a B.S. degree or higher in Computer Science, Information Technology & Services, Software Engineering, or a related field, and at least eight years of professional experience using:Node.js, Java, Perl or PythonKnowledge of Spark, HBASE and other emerging data technologies Significant Experience with Hadoop, Kafka, Cassandra, and ElasticSearchFamiliarity with Unix/Linux, Big Data, SQL, NoSQLExperience deploying or managing applications in an AWS or private cloud environmentYou must also be able to thrive in a fast-paced, deadline-driven environment.  Excellent interpersonal & communication skills here are absolutely essential.IN EXCHANGE FOR YOUR HARD WORKWe offer you:A comprehensive health & medical benefits packageGenerous PTO (Paid Holidays plus 20 PTO days)401(k) planGreat office perksBonusEquityAnd much more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
42,Senior .NET Developer,Boston,May 10,https://boston.craigslist.org/gbs/sof/d/boston-senior-net-developer/6885987698.html,"
employment type: full-time

","

QR Code Link to This Post


Senior Software Developer (C#)  - Cambridge, MA             $140K                                      The nation's leading educational travel firm seeks to hire a full-time .NET Developer to join its team just steps away from the Lechmere T stop in Cambridge! This organization is known for its amazing employee culture and brand new state of the art office space. Sick of working for tech startups and product firms that demand 50+ hours a week as a C# developer? This organization prides itself on work-life balance while also providing developers with a competitive pay scale and the commitment to new technologies that the top engineers in the area expect and deserve! YOUR CARRER GOALSContribute to the mission of changing the way student travel and educational tours are provided by architecting, developing, implementing, and supporting .NET applications. Building on your experience, you will also assist in providing team and technical supervision while driving project delivery.YOUR AMAZING QUALITIESYou're passionate about .NET design and development. You recognize process or programming inefficiencies and can recommend improvements in a heartbeat. You have a B.S. degree or higher in Computer Science, Information Technology & Services, Software Engineering, or a related field, and at least five years of professional experience in the full lifecycle development of .NET applications using:C#/MVCExperience in an agile team environmentRestful API?sFull stack development experienceStrong background in TDD/BDD frameworksStrong SQL experienceAnd if you've got knowledge or experience in:HTML5CSS3React ...those are certainly pluses!You must also be able to thrive in a fast-paced, deadline-driven environment. Leadership ability and excellent interpersonal & communication skills here are absolutely essential.IN EXCHANGE FOR YOUR HARD WORKWe offer you:A comprehensive health & medical benefits packageGenerous PTO 401(k) planGreat office perks, including a free in-building gym, bar/restaurant, dry cleaning services, and more!Company fun through social events & partiesCareer development & advancement opportunitiesAnd much more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
43,"►►► Boston Job Fair!! Interviews on Tue, May 14 @ 11am",Brookline,May 10,https://boston.craigslist.org/gbs/sof/d/brookline-boston-job-fair-interviews-on/6885914203.html,"
compensation: $30,000 - 120,000

employment type: employee's choice

","

QR Code Link to This Post


AVAILABLE JOBS IN SALES, RETAIL, ADMIN, CUSTOMER SERVICE, ACCOUNTING, BANKING, FINANCIAL, INFORMATION TECHNOLOGY, HEALTHCARE, LAW ENFORCEMENT, TRANSPORTATION & MORE!  Register Now 
WHEN:
Tuesday, May 14, 2019
11:00 AM - 2:00 PM 

WHERE: 
The Inn at Brookline
1200 Beacon St.
Brookline, MA 02446

Managers will be conducting interviews and hiring on the spot!

***YOU MUST PRE-REGISTER TO SECURE A SPOT AT THIS EXCLUSIVE HIRING EVENT: Register Now 

If you have been looking for a new career or just ready to start a new job you don't want to miss this exciting hiring event. Professional Dress is required and please bring additional copies of your resume.
 Register Now Key Words:
Account Executive, Sales Representative, Account Manager, B2B, retail sales, furniture, sales, financial services, customer service, Business Development Manager, Sales Manager, Financial Services, Insurance, Telecommunications, Pharmaceutical, Hospital Representative, Medical, Marketing, Advertising, Healthcare, office equipment, Telecom, Information Technology, Software, Security Services, Advertising, Payroll, Sales Management, Sales Trainee, Management Trainee, At home sales, cold calling, telemarketer, telemarketing, financial advisor, insurance sales, outside sales, outside sales representative, sales executive, salesman, salesperson, sales women, marketing, Boston, MA, Mass    "
44,Project Manager (Software Implementations),Boston,May 10,https://boston.craigslist.org/gbs/sof/d/boston-project-manager-software/6885873440.html,"
employment type: full-time

","

QR Code Link to This Post


Project Manager - Software Implementations (Boston, MA)                    compensation: $85KOne of Boston?s fast-growing FinTech companies seeks to hire a Project Manager to help their exclusive clientele navigate the implementation process of the platform.YOUR CAREER GOALSYou are ready to get excited about the product and help forge and maintain strong relationships with clients.YOUR AMAZING QUALITIESYou are passionate about getting items across the finish line, process driven, a fast learner, a strong communicator, and possess strong interpersonal skills.Experience in solution implementation, project management, and interfacing with customers, ideally within a software firmExceptional organizational skills and attention to detailsAbility to move at a quick paceExperiene using Jira or SmarsheetSelf-motivated and self-managedExperience in process improvement and documentationFamiliarity with Agile project management and implementationGreat problem solving abilitiesEffective oral and written communication skillsAnd if you've got knowledge or experience in:CAPM CertificationFinTech industry knowledgeIN EXCHANGE FOR YOUR HARD WORKWe offer you:Comprehensive Health BenefitsUnlimited VacationEquityAnd much more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
45,Implementation Engineer,Boston,May 10,https://boston.craigslist.org/gbs/sof/d/boston-implementation-engineer/6885873392.html,"
employment type: full-time

","

QR Code Link to This Post


Implementation Engineer (Boston)                 compensation: $90kBoston?s fastest growing FinTech seeks an Implementation Engineer to help their financial services clients leverage the power of their digital lending platform; allowing small businesses to apply for and receive loans quickly.YOUR CAREER GOALSYou have a passion for technology and want to join a team of fast-paced, process-driven engineers who will help build your skills, while offering a collaborative and exciting environment.YOUR AMAZING QUALITIESYou are a fast learner and strong communicator, with two or more years of experience under your belt in solution implementation/configuration, testing, and interfacing with customers; ideally within a software firm.YOU HAVEAt least 2 years of experience working with PostgreSQL or other relational database management systems within a similiar implemention roleAn understanding of Web Services, Web Development (Python, HTML, CSS, Javascript), and Internet ArchitectureA self-motivated and self-managed mindsetExtras:Exceptional organizational skills, meticulous attention to detail, and the ability to maintain focus in a fast-paced environmentLoan credit underwriting knowledgeTechnical writing skillsIN EXCHANGE FOR YOUR HARD WORKWe offer you:True work/life balanceUnlimited PTOStanding desks, beer Fridays, fun team outingsLatest MacBook + Apple Cinema displayFull Benefits PackageFind Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
46,Senior React Engineer,Boston,May 10,https://boston.craigslist.org/gbs/sof/d/boston-senior-react-engineer/6885873334.html,"
employment type: full-time

","

QR Code Link to This Post


Senior React.JS Engineer - Boston, MA          $150K Are you passionate about leveraging the most cutting-edge web technologies out there to build beautiful, robust Uis and create intuitive user experiences? A rapidly growing technology provider for the entertainment and media industries is looking for a Senior React.JS Engineer to join its team. WHY THIS COULD BE A GREAT OPPORTUNITY FOR YOU:Join a company that's operating and growing within an industry of increasing popularity. Work on products trusted globally by tens of thousands of creative, content writing, and studio video production professionals.Drive all UI initiatives, mentor 3 existing mid-level team members and bring this firm's product into the future with all brand new development and new customization ESSENTIAL FUNCTIONS:100% front end web development responsibilities Build the UI for the company's creative workflow management solutions in ReactCollaborate with clientele, non-technical staff, and other web engineers in order to design and create new functionality that meets business needs Recognize process and code inefficiencies, and proactively recommend resolutionsQUALIFICATIONS:6+ years of professional web development experience with a focus on the UI2+ years of solid front end web development experience using React.JS, HTML5, CSS3, JavaScript, and jQueryStrong command over JavaScript libraries and frameworks like React and/or Angular Experience working within a MEAN stack environment Working knowledge of UI design concepts and principles Must have excellent written and interpersonal communication skills Must be able to plug into a small to medium-sized teamBENEFITS & PERKS SNAPSHOT:Competitive salary coupled with a comprehensive health and medical benefits packageGenerous PTO (4 weeks to start!) and flex schedule options 401(K) with company match Small, laid-back team with a *no red tape, no politics* management approachCompany-sponsored social events Fully stocked kitchen Career development and advancement opportunitiesFind Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
47,Ruby on Rails Developer,Boston,May 10,https://boston.craigslist.org/gbs/sof/d/boston-ruby-on-rails-developer/6885873286.html,"
compensation: Up to US$140000 per year

employment type: full-time

","

QR Code Link to This Post


Ruby on Rails Developer (Boston, MA)                             compensation: $170KA fast growing and highly recognized Boston based SaaS product firm is seeking multiple full stack Ruby on Rails Engineers. Having recently moved into a state of the art facility in the financial district, this firm is consistently recognized as Boston's best places to work, prides itself on hiring A players, and is continuing to build best in class SaaS products. YOUR CAREER GOALSContribute to the mission of changing the way retail and products are communicated and delivered by architecting, developing, implementing, and supporting their consumer facing applications. Building on your experience, you will also assist in providing team and technical supervision while driving project delivery.YOUR AMAZING QUALITIESYou're passionate about software design and development. You recognize process or programming inefficiencies and can recommend improvements in a heartbeat. You have a B.S. degree or higher in Computer Science, Information Technology & Services, Software Engineering, or a related field, and at least two years of professional experience in the full lifecycle of development using:RubyRailsDjangoGitRESTful API?sAnd if you've got knowledge or experience with:High-availability web applicationsRelational database designComputer Science degree...those are certainly pluses!You must also be able to thrive in a fast-paced, deadline-driven environment. Leadership ability and excellent interpersonal & communication skills here are absolutely essential.IN EXCHANGE FOR YOUR HARD WORKWe offer you:A fully paid health & medical benefits packageGenerous PTO401(k) plan (with company match)Free catered lunches and stocked kitchenCompany fun through social events & partiesCareer development & advancement opportunitiesAnd the list continues!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
48,We need your Data Engineering expertise!  Unlimited Vacation,Boston,May  9,https://boston.craigslist.org/bmw/sof/d/waltham-we-need-your-data-engineering/6885374448.html,"
compensation: competitive in the market

employment type: full-time

","

QR Code Link to This Post


We're hiring Data Engineers!

VideoAmp’s mission is to bridge the gap between television and digital advertising with campaign measurement, planning and audience-targeting solutions that dramatically improve the performance and cost-efficiency of advertising investment. Our engineers, data scientists, designers, and media strategists are inspired by tackling one of the most challenging problems in media and marketing — bridging the divide between TV and digital media.

Responsibilities

As a part of VideoAmp’s platform team, you will be involved in the design, development, deployment, and testing processes for new products. Our platform provides disruptive insights and optimizes the efficacy of our client’s ad campaigns. You will be a core member of our engineering team and will have a major impact on new initiatives.  We’re mindful of how the time and space complexities of the small parts greatly affect our services at scale and we need your help to build responsive systems. You will help build, test, benchmark, and tune our distributed systems to ensure that our product is scalable, responsive, robust, cost-effective, and correct.

Technology We Use

Scala, Python, Java, Spark, SQL, Hive, HDFS, PostgreSQL, Redis, Druid, Kafka, Kubernetes, and other technologies to support an ETL pipeline, data warehouse, data mart, and reporting platform.

Required Skills

·       2+ years of hands-on coding experience - Python or Scala preferred

·       Experience working with Spark, Hadoop, or other big data processing platform in high-volume environments

·       A solid and demonstrable understanding of ETL workflows and data warehousing

·       Experience with high-performance, low-latency, distributed systems

·       SQL fluency and an understanding of relational data models

·       Experience optimizing queries and developing stored procedures


What you will be doing

·       Building out Spark apps to support new product development

·       Building data models to support new functionality

·       Build data pipelines to analyze, scrub, and integrate first and third party data

·       Productionalizing data science models

·       Coordinating data models with other engineering teams

·       Tuning and optimizing Spark apps to get the most out of the quickly evolving platform



PERKS

·       Top compensation

·       Comprehensive health benefits

·       Meaningful equity

·       401k

·       Unlimited vacation with a stipend for travel and accommodations of $2000/year

·       Unlimited use of in-office gym

·       Unlimited access to fitness classes

·       Childcare stipend

·       Plenty of snacks and beverages

·       Corporate support for Hackathons, lunch and learns, and attending conferences

·       Personal and professional development

"
49,Product Manager,N/A,May  9,https://boston.craigslist.org/gbs/sof/d/woburn-product-manager/6885275761.html,"
compensation: Competitive

employment type: employee's choice

","

QR Code Link to This Post


Join our team as we create the best car search engine and most innovative tools to help consumers find the best deals on great cars. We’re turning car shopping on its head by using big data analytics and proprietary algorithms to objectively analyze, score and rank millions of cars and thousands of dealers. 

You’ll be a good fit if you’re a dynamic Product Manager who is a problem solver, curious and passionate about identifying opportunities to not only address the pain points of the end user but also needs the end user might not even know they have. We are looking for someone who has the creativity and humility to formulate new ideas, experiment and iterate and uses data and structured thinking to inform their approach. 

You will work closely with the management team to build a roadmap of ideas and differentiated solutions aimed at solving pain points for consumers and dealers and help take the company to the next level. 

REQUIREMENTS:

* 2+ years relevant experience in product development or management for an Internet or software company
* Strong consumer product intuition and knack for understanding if an idea will work 
* Strong analytical skills and ability to analyze data and identify key insights
* Detail-oriented and strong organization skills
* Bias towards action and experimentation
* Excellent work ethic and communications skills 

If you’re interested, please email us a cover letter along with your resume. 

iSeeCars was founded by tech and business executives from TripAdvisor and SAP. Our team includes MIT, Harvard, Princeton, Yale, IIT, UPenn and Duke alums. iSeeCars has been featured extensively in the media, including The Wall Street Journal, New York Times, CNN, Consumer Reports, Forbes, Fortune, TODAY Show, USA TODAY, ABC, CBS, NBC and more.
"
50,Solutions Architect - Customer Engagement Offering,"Burlington, MA",May  8,https://boston.craigslist.org/nos/sof/d/burlington-solutions-architect-customer/6884377885.html,"
compensation: tbd

employment type: full-time

","

QR Code Link to This Post


Date Job Opened: 5-8-19 

Please Apply Here: https://www.ndt.com/job/solutions-architect-customer-engagement-offering

Are you passionate about Customer Success? 

Is it time for you to take the next step in your career as a highly visible and vital member of a Customer Success team?

Your Next Step Opportunity: 
•	Oversee technical aspects of deployment, integration and configuration of enterprise SaaS offering
•	Validate product configuration options with the customer
•	Work with the customer to map data fields from their systems to our data spec for batch process of data
•	Work with a project manager to document the Technical solution, including specification of all aspects of deployment including data mapping, data integration, single sign on, widgets, APIs, configuration, and new feature specification
•	Perform feature gap analysis between our existing shipping product and customer requirements
•	Understand and document security needs
•	Document and manage technical change requests
•	Participate on weekly calls with core project team, IT team, and business teams
•	Manage open items and issues and work to resolve them

Your Skills/Experience:
•	3-5 years as technical project manager and/or solutions architect for large enterprise deployments, ideally SaaS B2B enterprise applications
•	Knowledge of SQL and understanding of how database tables relate to each other in a business sense
•	Knowledge of system integration - Data (required), SSO, Widgets, APIs
•	Experience working with multiple disciplines, both internally and externally – clients, engineering and product management teams.
•	Excellent attention to detail and skills with Word, Excel, Powerpoint, MS Project, Google docs, Google Sheets
•	Experience with Splunk, JIRA a plus
•	Professional and credible resource for customers 
•	Foundation in Computer Science or similar and/or related technical work experience 
•	Minimal travel 

Reference # 8411 - Risa Kahn, Recruiting Manager

Please Apply Here:  https://www.ndt.com/job/solutions-architect-customer-engagement-offering

New Dimensions in Technology (NDT)
Technical and Tech/Business Recruiting Since 1979    "
51,Electronic Operations Specialist,Medford,May  8,https://boston.craigslist.org/gbs/sof/d/chestnut-hill-electronic-operations/6884343053.html,"
compensation: Commensurate with Experience.

employment type: full-time

","

QR Code Link to This Post


Founded locally in 1969 by Marshall M. Sloane, Century Bank is New England's largest family‐run bank with 27 branches throughout Greater Boston. Today Century Bank is the Bank families and businesses rely on a place where you can count on getting personal attention. Whether you need a free checking account, easy online banking or a sophisticated financial solution, you'll find it at Century Bank. For more information, visit www.CenturyBank.com. 

Currently, we are searching for an enthusiastic individual to join the Century team. 
 
Job overview:

Perform various balancing, reconciliation and processing duties in the Electronic Operations Department. Position involves assisting with the processing and support for operational functions with ATM card and terminal activity, Mobile services, Remote Deposit, ACH services, scanning, exception processing and maintenance review.





Responsibilities:




Monitors and/or ensures compliance with Federal and State laws and regulations; including but not limited to the Bank Secrecy Act and Anti Money Laundering, in addition to, Bank operation policies and procedures.
Provide quality Customer Service and assistance to customers and internal customers with a timely resolution.
Process operational functions within a timely and accurate manner.
Perform reconcilements with accuracy, relaying any variances to management.
Attend internal/external training sessions as required.
Compile monthly reports for statistical purposes.
Communicate job related information and problems to Manager/Supervisor.
Assist in special projects as needed.
Other duties as assigned.



Qualifications:


High School or equivalence required. 1-3 years of prior related experience required. Working knowledge of computer applications.
Individual must possess customer service skills, be detail oriented and have an understanding of banking practices."
52,Senior Business Systems Analyst,Boston,May  7,https://boston.craigslist.org/gbs/sof/d/boston-senior-business-systems-analyst/6883753487.html,N/A,"

QR Code Link to This Post


Senior Business Systems Analyst (Business Intelligence)One of the most established and well respected private equity firms in the country is looking for a Business Systems Analyst to join their team. This is an amazing opportunity to join an established organization, a collaborative team and to be able to continue to develop your skills. YOUR CAREER GOALS:You want to work within a company and team that are established and know what they?re doing. You want a place where you can add immediate value but also are able to learn from your peers and grow your skillset. You want to work for a company that has an amazing reputation for taking care of their employees and being a great place to work.ABOUT YOU:You are an experienced BSA and have the ability to easily communicate with cross functional teams. You?re self-motivated and don?t mind a fast paced environment where you have deadlines within an Agile environment. You have knowledge or experience in supporting & implementing applications, and can wear a few hats if necessary.YOUR SKILLS:Must haves:SQLExperience with BI tools (ideally Tableau)Plusses:Any Python or R scriptingExperience with Salesforce or other CRM systemsExperience managing software release cyclesExperience within the finance space (private equity, venture capital etc)IN EXCHANGE FOR YOUR HARD WORK:Generous compensation (base salary, bonus and profit sharing)Excellent health/dental coverage with low premiumsTuition ReimbursementFree fitness facilityAnd so much more!Find Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
